	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
328	HKO16_RS05875	3895.4191632552	0.948959786294137	0.14603947194308	6.49796780054093	8.14122230201065e-11	4.4151382397281e-10
329	HKO16_RS05895	627.991253468643	1.5605631743848	0.151627789858926	10.2920656947961	7.6516946028416e-25	1.2184102639929e-23
330	HKO16_RS19265	160.104410937571	1.15959082741152	0.273600141563847	4.23826837509481	2.25250410628008e-05	6.50878020517378e-05
331	HKO16_RS05900	363.350223336435	0.471432331846378	0.150927936795045	3.12355910944815	0.00178677971921619	0.00380542385276436
332	HKO16_RS05965	193.719224280981	1.77465840785499	0.239142065537688	7.42093785911252	1.16293873803669e-13	8.38481070854202e-13
333	HKO16_RS05970	21.8547989895785	1.57586641973826	0.400904249061312	3.93078003894455	8.46707091331081e-05	0.00022454840083351
334	HKO16_RS05995	196.41057945993	0.641498859355213	0.163559754431381	3.92210700966994	8.77779895016782e-05	0.00023163980022234
335	HKO16_RS06000	39.223448006474	1.21174342634625	0.409499204038532	2.95908615791162	0.00308552821826447	0.00632660087273734
336	HKO16_RS06010	1363.18875136367	0.830705227204575	0.129760603382087	6.40182925751756	1.53526303035742e-10	8.11434217457268e-10
337	HKO16_RS06015	1133.89032111779	2.49752166786502	0.125774094512689	19.8572025307886	9.54830511217539e-88	2.38198384865069e-85
338	HKO16_RS06035	15.2743504940779	1.77295894508756	0.469231917309522	3.77842785131355	0.00015782156159326	0.00039742145590981
339	HKO16_RS06055	94.0713606316279	2.11913155742564	0.303384760123725	6.98496376865282	2.84929503546102e-12	1.77110664828823e-11
340	HKO16_RS06080	104.845410123404	0.689908227661564	0.279777060029134	2.46592135748986	0.0136661335070096	0.0247525031864617
341	HKO16_RS06085	86.4767511610586	1.10315964552916	0.250197537681062	4.40915468534867	1.03774884840193e-05	3.17778739011458e-05
342	HKO16_RS06090	11.2080578233127	1.93136271446409	0.708950787897144	2.72425497994411	0.006444672997292	0.0124181083191898
343	HKO16_RS06115	900.046362383132	1.41009173739513	0.172788594205079	8.1607917691692	3.32835534796131e-16	2.92363983851437e-15
344	HKO16_RS06120	457.851556401207	3.03855934919799	0.172736966065501	17.5906722134148	2.90412111745206e-69	3.6224070738352e-67
345	HKO16_RS06125	108.486625878233	5.41984255031438	0.633191086852297	8.55956860867604	1.13290631569728e-17	1.13351214795167e-16
346	HKO16_RS06130	128.595988031468	3.63541986808173	0.499061720229263	7.28450955206834	3.22842603413273e-13	2.19650367631358e-12
347	HKO16_RS06205	1605.08815839289	1.20052994051807	0.144021448980201	8.3357718521712	7.69942562975732e-17	7.29398752064605e-16
348	HKO16_RS06210	567.80328741624	0.765389388675917	0.111437804415805	6.86831002000038	6.4966916436723e-12	3.88348564386929e-11
349	HKO16_RS06215	351.849548923694	1.26469003832423	0.156331111544613	8.08981670909004	5.97545840840418e-16	5.12847829455239e-15
350	HKO16_RS06220	263.063176667801	1.17880792465242	0.199107660342383	5.92045490678436	3.21052317773577e-09	1.4979772732029e-08
351	HKO16_RS06225	599.3053874735	0.476569198090857	0.119114964481067	4.00091793812026	6.30972384842985e-05	0.00017121817723585
352	HKO16_RS06230	677.200193351947	0.835753276866884	0.101780146717488	8.21135853917255	2.18699764723297e-16	1.94851076093947e-15
353	HKO16_RS06235	177.487740264629	3.20167935127308	0.270398808877698	11.8405823034568	2.40775409004167e-32	6.12912639791561e-31
354	HKO16_RS06240	73.7030759835242	1.1610543711692	0.352632478012638	3.29253385199416	0.00099288944105017	0.00222079634692753
355	HKO16_RS06245	55.1998868455732	1.02485311907715	0.291771195043827	3.51252329388856	0.00044387309310634	0.00104463717887041
356	HKO16_RS06270	642.26170612128	1.51553970159379	0.211077811791142	7.18000479886248	6.97089720731435e-13	4.5603317045053e-12
357	HKO16_RS06320	22.7799294269503	4.3761559252554	0.905877840109784	4.83084554173999	1.35954445393585e-06	4.68454451807363e-06
358	HKO16_RS06325	8.166329238362	4.83147656524867	1.14639885541696	4.21448132333611	2.50352867536418e-05	7.17870061548872e-05
359	HKO16_RS06340	11.0863891421871	1.34517865158597	0.532164170043413	2.52775126043573	0.011479565006501	0.021067450835864
360	HKO16_RS06375	38.1594882001236	0.973636445983617	0.342166788939441	2.84550247848846	0.00443414143750523	0.0088315892076517
361	HKO16_RS06410	67.1810508429791	1.06923017182096	0.304696622732553	3.50916318740914	0.00044951900535784	0.00105725965936458
362	HKO16_RS06420	22.7736807349957	4.18132334209924	0.520940909694171	8.0264829739595	1.00306746965118e-15	8.45378034106916e-15
363	HKO16_RS06425	94.1652553233437	1.94289697085344	0.264184480571142	7.35431909797684	1.91902803234815e-13	1.34475709682524e-12
364	HKO16_RS06430	14.9351839592143	3.74405364177527	0.747090163871946	5.0115151059826	5.40031432829812e-07	1.9505768548737e-06
