gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HKO16_RS00005,638.150047114135,0.219863632773465,0.132597435338415,1.65812884851302,0.0972914621932262,0.209583852085595
HKO16_RS00010,851.864985040921,-0.389818236353278,0.146410386275219,-2.66250398124424,0.00775616520674716,0.0267992337983822
HKO16_RS00015,250.896249619685,-0.135150248772663,0.191629608660745,-0.705268093574875,0.480643412438562,0.651418924065591
HKO16_RS00020,3151.26099740923,0.305567178685451,0.120899397167049,2.52744997779637,0.0114894189826947,0.0369994886688843
HKO16_RS00025,743.47482069379,-0.023214846100451,0.147186424693309,-0.157724098189242,0.874674210564236,0.935289133996166
HKO16_RS00030,25.887049151136,-0.574180601911324,0.326223776257766,-1.76008201639366,0.078393901475753,0.178436727081671
HKO16_RS00035,247.347126270287,-0.749124790910167,0.176431877366225,-4.24597188497397,2.17647923116013e-05,0.000164866098846178
HKO16_RS00040,19.9535172986939,0.123849961276779,0.40254913349459,0.307664210332834,0.758337855565809,0.864625306376373
HKO16_RS00045,616.619085042135,-0.473898375353978,0.17662605417431,-2.68306042146134,0.0072951808859809,0.0254888579601685
HKO16_RS00050,26.4810278358993,0.922830204978688,0.40129767868584,2.29961510866634,0.0214700353600638,0.0624249202155079
HKO16_RS00055,365.733322772233,-0.609857911305019,0.20129927013687,-3.02960815948492,0.00244871206841228,0.0103420773814884
HKO16_RS00060,101.500135677287,0.248334194365275,0.210802396434659,1.17804255817485,0.238779640192154,0.402664900224894
HKO16_RS00065,347.875693079709,0.213415390498442,0.177751465647358,1.20063927305014,0.229891159842268,0.392093309083758
HKO16_RS00070,586.5996021481,-0.672823078503756,0.200554939721102,-3.3548068147282,0.000794204266626291,0.00392072871466436
HKO16_RS00100,72.936559390936,-0.660361899311871,0.219905563032845,-3.00293403315695,0.0026739038402484,0.0111298644829917
HKO16_RS00105,139.191724320923,0.0562703093288529,0.210474537551235,0.26734972307591,0.789199906041082,0.883743082745701
HKO16_RS00110,275.80784540196,-0.111189019281121,0.191420620084616,-0.580862287625911,0.561333271068317,0.721046787511782
HKO16_RS00115,222.680715174085,0.00695840757012994,0.278913064309438,0.0249483027528964,0.98009619918333,0.991950654200764
HKO16_RS00120,448.917005402017,-0.286532321252178,0.123002833174892,-2.32947741004282,0.0198337883715429,0.0583802059648303
HKO16_RS00125,167.531090221191,-0.0529869844798165,0.196601814039775,-0.269514219584447,0.787534001274099,0.883743082745701
HKO16_RS00130,1091.92623514069,-0.0403724098249407,0.0789567738540764,-0.511322941076022,0.609124943631805,0.756252667242938
HKO16_RS00135,210.935540652809,0.229648174485463,0.168209276515391,1.36525273304086,0.172173629448863,0.318596565577147
HKO16_RS00140,25.4323957213178,0.745720010938478,0.33344646497822,2.23640100964089,0.0253255150726258,0.0714691383120406
HKO16_RS00145,44.7038396925972,0.00259936540016765,0.296774050739136,0.00875873545444339,0.993011629561517,0.997167667763115
HKO16_RS00150,177.014536282319,-0.637387365710963,0.22049193956426,-2.89075132166092,0.00384322099199093,0.0151498465903756
HKO16_RS00155,2848.43000775524,-0.341936160277095,0.197765542617943,-1.72899765930241,0.0838095140050128,0.18667571512307
HKO16_RS00160,40.817481418603,0.887354294002743,0.322222790960724,2.75385329311142,0.00588981631565582,0.0214437817224307
HKO16_RS00165,72.6132584274478,0.0173983081658202,0.221140654435874,0.0786753037798632,0.937290889305378,0.969803443797726
HKO16_RS00170,184.98253608947,-0.00321848187046242,0.168677391088504,-0.0190806951049753,0.984776731701929,0.993947681993118
HKO16_RS00175,41.4156749519048,-0.129459115656658,0.288585902008576,-0.448598198164271,0.653721533831126,0.789105154708411
HKO16_RS00180,1163.01581905025,0.204768665718647,0.142920573269636,1.43274450300677,0.151930866412377,0.290657107420816
HKO16_RS00185,2.7489820518947,-0.953586318299762,1.06333101584822,-0.896791595549466,0.369830133471977,0.548298082191813
HKO16_RS00190,421.367218880901,0.170873061061641,0.155336559046475,1.10001832221941,0.271324138902438,0.440666201290332
HKO16_RS00195,277.018373471004,-0.339640717750536,0.180791451874682,-1.87863261359261,0.0602946747746041,0.145469163769548
HKO16_RS00200,68.5197866267511,-0.507874362477393,0.260986761023041,-1.94597749129718,0.0516574434559093,0.128439969044527
HKO16_RS00205,67.3798529578349,0.143447617179681,0.214600726909706,0.66843956796119,0.503853045246181,0.671143630831837
HKO16_RS00210,44.5496936116638,-0.182863737779657,0.332594688316319,-0.549809555604635,0.582450003887408,0.737323381105102
HKO16_RS00215,5.82873698068148,-1.24602084507261,0.774777368684406,-1.6082308227309,0.107784634939775,0.227228227574445
HKO16_RS00220,0.625223904071653,1.99596578548764,2.35342860953545,0.848109765216812,0.396376843724132,0.571356760098498
HKO16_RS00225,75.6294686052968,0.0162475101991981,0.251839385428086,0.0645153662981664,0.948559872064177,0.973001930171094
HKO16_RS00230,258.827263644848,0.0813508648702732,0.170428163296333,0.47733228650023,0.633125523654691,0.773980957045363
HKO16_RS00235,120.743529461947,0.0835937076595571,0.197807431481298,0.422601451490263,0.672586067424208,0.802556461830799
HKO16_RS00240,24.430822712599,-0.724935747274701,0.337494736065886,-2.14799127158291,0.0317144488599562,0.0868145337483219
HKO16_RS00245,32.7972334092024,0.0300552776182829,0.374211019125148,0.0803163885674661,0.935985624129426,0.969747669951713
HKO16_RS00250,80.4980242441286,-0.127414283787094,0.237238716426427,-0.537072050069902,0.59121784635795,0.744643951892106
HKO16_RS00255,837.704030991891,-0.118122424023645,0.190607615028396,-0.619715135757025,0.535445348977723,0.698618025060893
